"Building","Room","Room.Type","Name","Gender","year","predrace"
"Gladden","Gladden C03-Bed1","Single Room",607,"Female","19","p_asi"
"Gladden","Gladden C11-Bed1","Single Room",608,"Female","20","p_whi"
"Gladden","Gladden C12-Bed1","Single Room",609,"Female","20","p_whi"
"Gladden","Gladden C13-Bed1","Single Room",610,"Female","20","p_asi"
"Gladden","Gladden C14-Bed1","Single Room",611,"Female","20","p_his"
"Gladden","Gladden C21-Bed1","Single Room",612,"Male","20","p_whi"
"Gladden","Gladden C22-Bed1","Single Room",613,"Female","20","p_asi"
"Gladden","Gladden C23-Bed1","Single Room",614,"Female","20","p_asi"
"Gladden","Gladden C24-Bed1","Single Room",615,"Female","20","p_asi"
"Gladden","Gladden C25-Bed1","Single Room",616,"Female","20","p_his"
"Gladden","Gladden C26-Bed1","Single Room",617,"Female","20","p_his"
"Gladden","Gladden C31-Bed1","Single Room",618,"Male","20","p_bla"
"Gladden","Gladden C32-Bed1","Single Room",619,"Male","20","p_whi"
"Gladden","Gladden C33-Bed1","Single Room",620,"Female","20","p_bla"
"Gladden","Gladden C34-Bed1","Single Room",621,"Female","20","p_asi"
"Gladden","Gladden C35-Bed1","Single Room",622,"Female","20","p_whi"
"Gladden","Gladden C36-Bed1","Single Room",623,"Male","20","p_whi"
"Gladden","Gladden C41-Bed1","Single Room",624,"Female","20","p_asi"
"Gladden","Gladden C43-Bed1","Single Room",625,"Male","20","p_whi"
"Gladden","Gladden C44-Bed1","Single Room",626,"Male","20","p_bla"
"Gladden","Gladden C45-Bed1","Single Room",627,"Male","20","p_whi"
"Gladden","Gladden C46-Bed1","Single Room",628,"Male","20","p_whi"
"Gladden","Gladden C51-Bed1","Single Room",629,"Female","20","p_whi"
"Gladden","Gladden C52-Bed1","Single Room",630,"Female","20","p_asi"
"Gladden","Gladden C53-Bed1","Single Room",631,"Male","20","p_whi"
"Gladden","Gladden C55-Bed1","Single Room",632,"Male","20","p_whi"
"Gladden","Gladden C56-Bed1","Single Room",633,"Male","20","p_whi"
"Goodrich","Goodrich 1-Bed2","Double Room",634,"Female","18","p_asi"
"Goodrich","Goodrich 2-Bed1","Single Room",635,"Female","18","p_asi"
"Goodrich","Goodrich 3-Bed1","Single Room",636,"Female","18","p_whi"
"Goodrich","Goodrich 4-Bed1","Single Room",637,"Female","18","p_whi"
"Goodrich","Goodrich 5-Bed1","Single Room",638,"Male","18","p_bla"
"Goodrich","Goodrich 6-Bed1","Double Room",639,"Female","20","p_whi"
"Goodrich","Goodrich 6-Bed2","Double Room",640,"Female","20","p_whi"
"Goodrich","Goodrich 7-Bed1","Double Room",641,"Female","20","p_whi"
"Goodrich","Goodrich 7-Bed2","Double Room",642,"Female","20","p_his"
"Goodrich","Goodrich G1-Bed1","Double Room",643,"Male","18","p_asi"
"Goodrich","Goodrich G1-Bed2","Double Room",644,"Male","18","p_whi"
"Horn","Horn C201-Bed1","Single Room",645,"Male","18","p_asi"
"Horn","Horn C202-Bed1","Single Room",646,"Male","18","p_asi"
"Horn","Horn C203-Bed1","Single Room",647,"Female","18","p_his"
"Horn","Horn C204-Bed1","Single Room",648,"Male","18","p_asi"
"Horn","Horn C205-Bed1","Double Room",649,"Male","18","p_bla"
"Horn","Horn C208-Bed1","Double Room",650,"Female","20","p_bla"
"Horn","Horn C210-Bed1","Single Room",651,"Female","18","p_his"
"Horn","Horn C211-Bed1","Single Room",652,"Female","18","p_whi"
"Horn","Horn C212-Bed1","Single Room",653,"Female","18","p_asi"
"Horn","Horn N101-Bed1","Double Room",654,"Male","20","p_whi"
"Horn","Horn N102-Bed2","Double Room",655,"Male","20","p_whi"
"Horn","Horn N103-Bed1","Single Room",656,"Male","18","p_his"
"Horn","Horn N104-Bed1","Single Room",657,"Male","18","p_whi"
"Horn","Horn N108-Bed1","Single Room",658,"Female","18","p_whi"
"Horn","Horn N109-Bed1","Single Room",659,"Female","18","p_his"
"Horn","Horn N110-Bed1","Single Room",660,"Male","18","p_whi"
"Horn","Horn N111-Bed1","Single Room",661,"Male","18","p_asi"
"Horn","Horn N112-Bed1","Single Room",662,"Male","18","p_his"
"Horn","Horn N113-Bed1","Single Room",663,"Male","18","p_whi"
"Horn","Horn N201-Bed1","Double Room",664,"Male","18","p_asi"
"Horn","Horn N201-Bed2","Double Room",665,"Male","18","p_whi"
"Horn","Horn N202-Bed2","Double Room",666,"Male","20","p_whi"
"Horn","Horn N203-Bed1","Single Room",667,"Male","18","p_bla"
"Horn","Horn N204-Bed1","Single Room",668,"Male","18","p_bla"
"Horn","Horn N208-Bed1","Single Room",669,"Male","19","p_whi"
"Horn","Horn N209-Bed1","Single Room",670,"Female","19","p_bla"
"Horn","Horn N210-Bed1","Single Room",671,"Male","19","p_bla"
"Horn","Horn N211-Bed1","Single Room",672,"Male","19","p_bla"
"Horn","Horn N212-Bed1","Single Room",673,"Male","19","p_whi"
"Horn","Horn N213-Bed1","Single Room",674,"Female","19","p_bla"
"Horn","Horn S101-Bed1","Double Room",675,"Female","20","p_his"
"Horn","Horn S101-Bed2","Double Room",676,"Female","20","p_his"
"Horn","Horn S102-Bed1","Double Room",677,"Female","20","p_bla"
"Horn","Horn S102-Bed2","Double Room",678,"Female","20","p_whi"
"Horn","Horn S103-Bed1","Single Room",679,"Female","20","p_whi"
"Horn","Horn S104-Bed1","Single Room",680,"Male","20","p_his"
"Horn","Horn S108-Bed1","Single Room",681,"Male","21","p_whi"
"Horn","Horn S109-Bed1","Single Room",682,"Female","19","p_whi"
"Horn","Horn S110-Bed1","Single Room",683,"Female","19","p_his"
"Horn","Horn S111-Bed1","Single Room",684,"Female","19","p_asi"
"Horn","Horn S112-Bed1","Single Room",685,"Female","19","p_whi"
"Horn","Horn S113-Bed1","Single Room",686,"Female","19","p_whi"
"Horn","Horn S201-Bed1","Double Room",687,"Male","20","p_asi"
"Horn","Horn S201-Bed2","Double Room",688,"Male","20","p_whi"
"Horn","Horn S203-Bed1","Single Room",689,"Female","18","p_whi"
"Horn","Horn S204-Bed1","Single Room",690,"Female","18","p_whi"
"Horn","Horn S208-Bed1","Single Room",691,"Female","18","p_bla"
"Horn","Horn S209-Bed1","Single Room",692,"Female","18","p_bla"
"Horn","Horn S210-Bed1","Single Room",693,"Female","18","p_whi"
"Horn","Horn S211-Bed1","Single Room",694,"Female","18","p_bla"
"Horn","Horn S212-Bed1","Single Room",695,"Male","20","p_whi"
"Horn","Horn S213-Bed1","Single Room",696,"Male","18","p_asi"
"Hubbell","Hubbell 102-Bed1","Double Room",697,"Male","20","p_asi"
"Hubbell","Hubbell 103-Bed1","Double Room",698,"Female","20","p_whi"
"Hubbell","Hubbell 103-Bed2","Double Room",699,"Female","20","p_whi"
"Hubbell","Hubbell 104-Bed1","Single Room",700,"Female","19","p_whi"
"Hubbell","Hubbell 105-Bed1","Flex Room - Single",701,"Female","18","p_his"
"Hubbell","Hubbell 106-Bed1","Double Room",702,"Female","19","p_his"
"Hubbell","Hubbell 107-Bed1","Single Room",703,"Male","20","p_his"
"Hubbell","Hubbell 201-Bed1","Double Room",704,"Female","20","p_asi"
"Hubbell","Hubbell 201-Bed2","Double Room",705,"Female","20","p_asi"
"Hubbell","Hubbell 202-Bed1","Single Room",706,"Female","18","p_whi"
"Hubbell","Hubbell 203-Bed1","Single Room",707,"Female","20","p_asi"
"Hubbell","Hubbell 204-Bed2","Double Room",708,"Male","19","p_whi"
"Hubbell","Hubbell 205-Bed1","Double Room",709,"Male","20","p_asi"
"Hubbell","Hubbell 206-Bed2","Double Room",710,"Male","20","p_whi"
"Hubbell","Hubbell 207-Bed1","Double Room",711,"Male","20","p_asi"
"Hubbell","Hubbell 301-Bed1","Single Room",712,"Female","19","p_asi"
"Hubbell","Hubbell 302-Bed1","Single Room",713,"Male","18","p_asi"
"Hubbell","Hubbell 303-Bed1","Single Room",714,"Male","19","p_his"
"Hubbell","Hubbell 304-Bed1","Single Room",715,"Male","18","p_whi"
"Hubbell","Hubbell 306-Bed1","Single Room",716,"Male","18","p_whi"
"Lambert","Lambert 101-Bed1","Single Room",717,"Female","18","p_whi"
"Lambert","Lambert 102-Bed1","Single Room",718,"Male","18","p_whi"
"Lambert","Lambert 103-Bed1","Single Room",719,"Male","18","p_whi"
"Lambert","Lambert 201-Bed1","Single Room",720,"Female","18","p_asi"
"Lambert","Lambert 202-Bed1","Single Room",721,"Female","18","p_whi"
"Lambert","Lambert 203-Bed1","Single Room",722,"Female","18","p_whi"
"Lambert","Lambert 205-Bed1","Single Room",723,"Male","18","p_whi"
"Lehman","Lehman 101A-Bed1","Single Room",724,"Female","18","p_asi"
"Lehman","Lehman 101B-Bed1","Single Room",725,"Female","18","p_whi"
"Lehman","Lehman 103A-Bed1","Single Room",726,"Female","18","p_bla"
"Lehman","Lehman 103B-Bed1","Single Room",727,"Female","18.5","p_his"
"Lehman","Lehman 103C-Bed1","Single Room",728,"Female","19","p_bla"
"Lehman","Lehman 104B-Bed1","Single Room",729,"Female","18","p_asi"
"Lehman","Lehman 104C-Bed1","Single Room",730,"Female","18","p_asi"
"Lehman","Lehman 106A-Bed1","Single Room",731,"Male","18","p_his"
"Lehman","Lehman 106B-Bed1","Single Room",732,"Female","18","p_bla"
"Lehman","Lehman 201A-Bed1","Single Room",733,"Male","19","p_asi"
"Lehman","Lehman 201B-Bed1","Single Room",734,"Male","19","p_his"
"Lehman","Lehman 203B-Bed1","Single Room",735,"Female","19","p_whi"
"Lehman","Lehman 203C-Bed1","Single Room",736,"Female","19","p_asi"
"Lehman","Lehman 204A-Bed1","Single Room",737,"Female","18","p_whi"
"Lehman","Lehman 204C-Bed1","Single Room",738,"Female","18","p_his"
"Lehman","Lehman 206A-Bed1","Single Room",739,"Male","19","p_whi"
"Lehman","Lehman 206B-Bed1","Single Room",740,"Male","18.5","p_whi"
"Lehman","Lehman 301A-Bed1","Single Room",741,"Male","19","p_whi"
"Lehman","Lehman 301B-Bed1","Single Room",742,"Male","19","p_whi"
"Lehman","Lehman 303-Bed1","Single Room",743,"Female","20","p_whi"
"Lehman","Lehman 304-Bed1","Single Room",744,"Male","20","p_asi"
"Lehman","Lehman 305-Bed1","Single Room",745,"Female","20","p_whi"
"Lehman","Lehman 306-Bed1","Single Room",746,"Male","20","p_asi"
"Lehman","Lehman 307-Bed1","Single Room",747,"Female","20","p_whi"
"Lehman","Lehman 308-Bed1","Single Room",748,"Female","18","p_asi"
"Lehman","Lehman 310-Bed1","Single Room",749,"Female","18","p_asi"
"Lehman","Lehman 312A-Bed1","Single Room",750,"Male","18","p_asi"
"Lehman","Lehman 312B-Bed1","Single Room",751,"Male","19","p_whi"
"Mark Hopkins","Mark Hopkins 17A-Bed1","Double Room",752,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins 17A-Bed2","Double Room",753,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins 17B-Bed1","Flex Room - Single",754,"Male","19","p_bla"
"Mark Hopkins","Mark Hopkins A21-Bed1","Single Room",755,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins A22-Bed1","Single Room",756,"Female","20","p_asi"
"Mark Hopkins","Mark Hopkins A23-Bed1","Single Room",757,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins A24-Bed1","Single Room",758,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins A25-Bed1","Single Room",759,"Female","20","p_his"
"Mark Hopkins","Mark Hopkins A26-Bed1","Single Room",760,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins A31-Bed1","Single Room",761,"Female","20","p_asi"
"Mark Hopkins","Mark Hopkins A32-Bed1","Single Room",762,"Female","20","p_bla"
"Mark Hopkins","Mark Hopkins A33-Bed1","Single Room",763,"Male","20","p_bla"
"Mark Hopkins","Mark Hopkins A34-Bed1","Single Room",764,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins A35-Bed1","Single Room",765,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins A36-Bed1","Single Room",766,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins A41-Bed1","Single Room",767,"Female","20","p_asi"
"Mark Hopkins","Mark Hopkins A42-Bed1","Single Room",768,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins A45-Bed1","Single Room",769,"Male","20","p_asi"
"Mark Hopkins","Mark Hopkins B21-Bed1","Single Room",770,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins B22-Bed1","Single Room",771,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins B23-Bed1","Single Room",772,"Female","20","p_his"
"Mark Hopkins","Mark Hopkins B26-Bed1","Single Room",773,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins B32-Bed1","Single Room",774,"Male","20","p_bla"
"Mark Hopkins","Mark Hopkins B33-Bed1","Single Room",775,"Male","20","p_bla"
"Mark Hopkins","Mark Hopkins B34-Bed1","Single Room",776,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins B35-Bed1","Single Room",777,"Female","20","p_bla"
"Mark Hopkins","Mark Hopkins B36-Bed1","Single Room",778,"Male","21","p_bla"
"Mark Hopkins","Mark Hopkins B41-Bed1","Single Room",779,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins B42-Bed1","Single Room",780,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins B43-Bed1","Single Room",781,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins B44-Bed1","Single Room",782,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins B45-Bed1","Single Room",783,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins B46-Bed1","Single Room",784,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins C21-Bed1","Single Room",785,"Male","19","p_whi"
"Mark Hopkins","Mark Hopkins C23-Bed1","Single Room",786,"Male","19","p_whi"
"Mark Hopkins","Mark Hopkins C25-Bed1","Single Room",787,"Female","19","p_whi"
"Mark Hopkins","Mark Hopkins C26-Bed1","Single Room",788,"Male","19","p_whi"
"Mark Hopkins","Mark Hopkins C31-Bed1","Single Room",789,"Male","20","p_asi"
"Mark Hopkins","Mark Hopkins C32-Bed1","Single Room",790,"Male","20","p_asi"
"Mark Hopkins","Mark Hopkins C33-Bed1","Single Room",791,"Female","20","p_his"
"Mark Hopkins","Mark Hopkins C34-Bed1","Single Room",792,"Male","20","p_bla"
"Mark Hopkins","Mark Hopkins C35-Bed1","Single Room",793,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins C36-Bed1","Single Room",794,"Male","20","p_bla"
"Mark Hopkins","Mark Hopkins C41-Bed1","Single Room",795,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins C42-Bed1","Single Room",796,"Female","20","p_asi"
"Mark Hopkins","Mark Hopkins C43-Bed1","Single Room",797,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins C45-Bed1","Single Room",798,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins C46-Bed1","Single Room",799,"Female","20","p_asi"
"Mark Hopkins","Mark Hopkins D21-Bed1","Single Room",800,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins D23-Bed1","Single Room",801,"Male","20","p_his"
"Mark Hopkins","Mark Hopkins D25-Bed1","Single Room",802,"Male","20","p_his"
"Mark Hopkins","Mark Hopkins D26-Bed1","Single Room",803,"Male","20","p_his"
"Mark Hopkins","Mark Hopkins D31-Bed1","Single Room",804,"Female","20","p_whi"
"Mark Hopkins","Mark Hopkins D32-Bed1","Single Room",805,"Female","21","p_asi"
"Mark Hopkins","Mark Hopkins D33-Bed1","Single Room",806,"Male","20","p_asi"
"Mark Hopkins","Mark Hopkins D34-Bed1","Single Room",807,"Male","20","p_asi"
"Mark Hopkins","Mark Hopkins D35-Bed1","Single Room",808,"Male","20","p_asi"
"Mark Hopkins","Mark Hopkins D36-Bed1","Single Room",809,"Male","20","p_asi"
"Mark Hopkins","Mark Hopkins D42-Bed1","Single Room",810,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins D43-Bed1","Single Room",811,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins D44-Bed1","Single Room",812,"Male","20","p_whi"
"Mark Hopkins","Mark Hopkins D45-Bed1","Single Room",813,"Male","20","p_bla"
"Mark Hopkins","Mark Hopkins D46-Bed1","Single Room",814,"Male","20","p_whi"
"Milham","Milham 101-Bed1","Single Room",815,"Female","18","p_bla"
"Milham","Milham 102-Bed1","Single Room",816,"Female","18","p_whi"
"Milham","Milham 201-Bed1","Single Room",817,"Female","18","p_whi"
"Milham","Milham 202-Bed1","Single Room",818,"Female","19","p_whi"
"Milham","Milham 203-Bed1","Single Room",819,"Female","18","p_whi"
"Milham","Milham 204-Bed1","Single Room",820,"Female","18","p_asi"
"Milham","Milham 302-Bed1","Single Room",821,"Male","18","p_whi"
"Milham","Milham 303-Bed1","Single Room",822,"Male","18","p_whi"
"Mills-Dennett","Dennett 004-Bed1","Single Room",823,"Female","19","p_whi"
"Mills-Dennett","Dennett 102-Bed1","Single Room",824,"Male","21","p_asi"
"Mills-Dennett","Dennett 103-Bed1","Single Room",825,"Female","21","p_whi"
"Mills-Dennett","Dennett 104-Bed1","Single Room",826,"Female","21","p_whi"
"Mills-Dennett","Dennett 105-Bed1","Single Room",827,"Female","21","p_whi"
"Mills-Dennett","Dennett 106-Bed1","Single Room",828,"Female","21","p_whi"
"Mills-Dennett","Dennett 107-Bed1","Single Room",829,"Male","21","p_his"
"Mills-Dennett","Dennett 108-Bed1","Single Room",830,"Male","21","p_bla"
"Mills-Dennett","Dennett 109-Bed1","Single Room",831,"Male","21","p_whi"
"Mills-Dennett","Dennett 110-Bed1","Single Room",832,"Male","21","p_whi"
"Mills-Dennett","Dennett 113-Bed1","Single Room",833,"Male","21","p_whi"
"Mills-Dennett","Dennett 201-Bed1","Single Room",834,"Female","21","p_asi"
"Mills-Dennett","Dennett 202-Bed1","Single Room",835,"Female","21","p_whi"
"Mills-Dennett","Dennett 203-Bed1","Single Room",836,"Female","21","p_asi"
"Mills-Dennett","Dennett 204-Bed1","Single Room",837,"Female","21","p_whi"
"Mills-Dennett","Dennett 205-Bed1","Single Room",838,"Female","21","p_bla"
"Mills-Dennett","Dennett 207-Bed1","Single Room",839,"Male","19","p_whi"
"Mills-Dennett","Dennett 208-Bed1","Single Room",840,"Male","21","p_whi"
"Mills-Dennett","Dennett 209-Bed1","Single Room",841,"Male","21","p_whi"
"Mills-Dennett","Dennett 211-Bed1","Single Room",842,"Male","21","p_whi"
"Mills-Dennett","Dennett 212-Bed1","Single Room",843,"Male","21","p_whi"
"Mills-Dennett","Dennett 213-Bed1","Single Room",844,"Male","21","p_asi"
"Mills-Dennett","Dennett 221-Bed1","Single Room",845,"Female","21","p_asi"
"Mills-Dennett","Dennett 222-Bed1","Single Room",846,"Female","21","p_asi"
"Mills-Dennett","Dennett 223-Bed1","Single Room",847,"Female","21","p_whi"
"Mills-Dennett","Dennett 224-Bed1","Single Room",848,"Female","21","p_whi"
"Mills-Dennett","Dennett 225-Bed1","Single Room",849,"Female","19","p_whi"
"Mills-Dennett","Dennett 227-Bed1","Single Room",850,"Male","21","p_whi"
"Mills-Dennett","Dennett 230-Bed1","Single Room",851,"Male","21","p_asi"
"Mills-Dennett","Dennett 231-Bed1","Single Room",852,"Male","21","p_asi"
"Mills-Dennett","Dennett 301-Bed1","Single Room",853,"Female","21","p_bla"
"Mills-Dennett","Dennett 302-Bed1","Single Room",854,"Female","21","p_whi"
"Mills-Dennett","Dennett 303-Bed1","Single Room",855,"Female","21","p_whi"
"Mills-Dennett","Dennett 304-Bed1","Single Room",856,"Female","21","p_his"
"Mills-Dennett","Dennett 305-Bed1","Single Room",857,"Female","21","p_whi"
"Mills-Dennett","Dennett 307-Bed1","Single Room",858,"Male","19","p_whi"
"Mills-Dennett","Dennett 308-Bed1","Single Room",859,"Male","21","p_whi"
"Mills-Dennett","Dennett 309-Bed1","Single Room",860,"Male","21","p_his"
"Mills-Dennett","Dennett 310-Bed1","Single Room",861,"Male","21","p_whi"
"Mills-Dennett","Dennett 311-Bed1","Single Room",862,"Male","21","p_whi"
"Mills-Dennett","Dennett 312-Bed1","Single Room",863,"Male","21","p_asi"
"Mills-Dennett","Dennett 313-Bed1","Single Room",864,"Male","21","p_whi"
"Mills-Dennett","Dennett 321-Bed1","Single Room",865,"Female","21","p_whi"
"Mills-Dennett","Dennett 322-Bed1","Single Room",866,"Female","21","p_asi"
"Mills-Dennett","Dennett 323-Bed1","Single Room",867,"Female","21","p_whi"
"Mills-Dennett","Dennett 324-Bed1","Single Room",868,"Female","21","p_whi"
"Mills-Dennett","Dennett 325-Bed1","Single Room",869,"Female","19","p_his"
"Mills-Dennett","Dennett 329-Bed1","Single Room",870,"Male","21","p_whi"
"Mills-Dennett","Dennett 330-Bed1","Single Room",871,"Male","21","p_his"
"Mills-Dennett","Dennett 331-Bed1","Single Room",872,"Male","21","p_asi"
"Mills-Dennett","Dennett 401-Bed1","Single Room",873,"Female","21","p_bla"
"Mills-Dennett","Dennett 403-Bed1","Single Room",874,"Female","21","p_whi"
"Mills-Dennett","Dennett 404-Bed1","Single Room",875,"Female","21","p_whi"
"Mills-Dennett","Dennett 405-Bed1","Single Room",876,"Male","19","p_asi"
"Mills-Dennett","Dennett 408-Bed1","Single Room",877,"Male","21","p_whi"
"Mills-Dennett","Dennett 409-Bed1","Single Room",878,"Male","21","p_asi"
"Mills-Dennett","Dennett 410-Bed1","Single Room",879,"Male","21","p_whi"
"Mills-Dennett","Dennett 411-Bed1","Single Room",880,"Male","21","p_whi"
"Mills-Dennett","Dennett 412-Bed1","Single Room",881,"Male","21","p_whi"
"Mills-Dennett","Dennett 413-Bed1","Single Room",882,"Male","21","p_whi"
"Mills-Dennett","Dennett 421-Bed1","Single Room",883,"Female","21","p_his"
"Mills-Dennett","Dennett 422-Bed1","Single Room",884,"Female","21","p_whi"
"Mills-Dennett","Dennett 423-Bed1","Single Room",885,"Female","21","p_asi"
"Mills-Dennett","Dennett 424-Bed1","Single Room",886,"Female","21","p_whi"
"Mills-Dennett","Dennett 425-Bed1","Single Room",887,"Female","21","p_whi"
"Mills-Dennett","Dennett 427-Bed1","Single Room",888,"Male","21","p_asi"
"Mills-Dennett","Dennett 428-Bed1","Single Room",889,"Male","21","p_whi"
"Mills-Dennett","Dennett 429-Bed1","Single Room",890,"Male","21","p_whi"
"Mills-Dennett","Dennett 430-Bed1","Single Room",891,"Male","21","p_his"
"Mills-Dennett","Dennett 431-Bed1","Single Room",892,"Male","21","p_asi"
"Mills-Dennett","Mills 101-Bed2","Double Room",893,"Female","21","p_asi"
"Mills-Dennett","Mills 102-Bed1","Single Room",894,"Female","21","p_asi"
"Mills-Dennett","Mills 103-Bed1","Single Room",895,"Female","21","p_whi"
"Mills-Dennett","Mills 104-Bed1","Single Room",896,"Female","21","p_bla"
"Mills-Dennett","Mills 105-Bed1","Single Room",897,"Female","21","p_bla"
"Mills-Dennett","Mills 106-Bed1","Single Room",898,"Male","21","p_whi"
"Mills-Dennett","Mills 107-Bed1","Single Room",899,"Male","21","p_whi"
"Mills-Dennett","Mills 110-Bed1","Single Room",900,"Female","21","p_whi"
"Mills-Dennett","Mills 111-Bed1","Single Room",901,"Female","19","p_whi"
"Mills-Dennett","Mills 201-Bed1","Double Room",902,"Male","21","p_bla"
"Mills-Dennett","Mills 201-Bed2","Double Room",903,"Male","21","p_asi"
"Mills-Dennett","Mills 202-Bed1","Single Room",904,"Male","21","p_whi"
"Mills-Dennett","Mills 203-Bed1","Single Room",905,"Female","21","p_whi"
"Mills-Dennett","Mills 204-Bed1","Single Room",906,"Female","21","p_asi"
"Mills-Dennett","Mills 205-Bed1","Single Room",907,"Male","19","p_whi"
"Mills-Dennett","Mills 207-Bed1","Single Room",908,"Female","19","p_bla"
"Mills-Dennett","Mills 208-Bed1","Single Room",909,"Male","21","p_whi"
"Mills-Dennett","Mills 209-Bed1","Single Room",910,"Male","21","p_whi"
"Mills-Dennett","Mills 210-Bed1","Single Room",911,"Male","21","p_whi"
"Mills-Dennett","Mills 211-Bed1","Single Room",912,"Male","21","p_asi"
"Mills-Dennett","Mills 227-Bed1","Single Room",913,"Female","21","p_bla"
"Mills-Dennett","Mills 228-Bed1","Single Room",914,"Female","21","p_asi"
"Mills-Dennett","Mills 229-Bed1","Single Room",915,"Female","21","p_whi"
"Mills-Dennett","Mills 230-Bed1","Single Room",916,"Female","21","p_his"
"Mills-Dennett","Mills 231-Bed1","Single Room",917,"Female","21","p_whi"
"Mills-Dennett","Mills 301-Bed1","Double Room",918,"Female","21","p_bla"
"Mills-Dennett","Mills 301-Bed2","Double Room",919,"Female","21","p_bla"
"Mills-Dennett","Mills 302-Bed1","Single Room",920,"Female","21","p_asi"
"Mills-Dennett","Mills 304-Bed1","Single Room",921,"Female","21","p_whi"
"Mills-Dennett","Mills 305-Bed1","Single Room",922,"Female","19","p_bla"
"Mills-Dennett","Mills 307-Bed1","Single Room",923,"Female","19","p_whi"
"Mills-Dennett","Mills 308-Bed1","Single Room",924,"Male","21","p_bla"
"Mills-Dennett","Mills 309-Bed1","Single Room",925,"Male","21","p_whi"
"Mills-Dennett","Mills 310-Bed1","Single Room",926,"Male","21","p_his"
"Mills-Dennett","Mills 321-Bed1","Single Room",927,"Male","21","p_whi"
"Mills-Dennett","Mills 322-Bed1","Single Room",928,"Male","21","p_whi"
"Mills-Dennett","Mills 323-Bed1","Single Room",929,"Male","21","p_whi"
"Mills-Dennett","Mills 324-Bed1","Single Room",930,"Male","21","p_asi"
"Mills-Dennett","Mills 325-Bed1","Single Room",931,"Male","21","p_bla"
"Mills-Dennett","Mills 327-Bed1","Single Room",932,"Male","21","p_bla"
"Mills-Dennett","Mills 328-Bed1","Single Room",933,"Female","21","p_whi"
"Mills-Dennett","Mills 329-Bed1","Single Room",934,"Female","21","p_his"
"Mills-Dennett","Mills 330-Bed1","Single Room",935,"Female","21","p_whi"
"Mills-Dennett","Mills 331-Bed1","Single Room",936,"Female","21","p_asi"
"Mills-Dennett","Mills 401-Bed1","Double Room",937,"Male","21","p_whi"
"Mills-Dennett","Mills 401-Bed2","Double Room",938,"Male","21","p_whi"
"Mills-Dennett","Mills 402-Bed1","Single Room",939,"Male","21","p_whi"
"Mills-Dennett","Mills 404-Bed1","Single Room",940,"Male","21","p_whi"
"Mills-Dennett","Mills 405-Bed1","Single Room",941,"Male","19","p_whi"
"Mills-Dennett","Mills 407-Bed1","Single Room",942,"Female","19","p_bla"
"Mills-Dennett","Mills 408-Bed1","Single Room",943,"Female","21","p_whi"
"Mills-Dennett","Mills 409-Bed1","Single Room",944,"Female","21","p_whi"
"Mills-Dennett","Mills 410-Bed1","Single Room",945,"Female","21","p_bla"
"Mills-Dennett","Mills 411-Bed1","Single Room",946,"Female","21","p_whi"
"Mills-Dennett","Mills 421-Bed1","Single Room",947,"Male","21","p_whi"
"Mills-Dennett","Mills 422-Bed1","Single Room",948,"Male","21","p_whi"
"Mills-Dennett","Mills 423-Bed1","Single Room",949,"Male","21","p_whi"
"Mills-Dennett","Mills 424-Bed1","Single Room",950,"Male","21","p_asi"
"Mills-Dennett","Mills 425-Bed1","Single Room",951,"Male","21","p_bla"
"Mills-Dennett","Mills 427-Bed1","Single Room",952,"Female","21","p_his"
"Mills-Dennett","Mills 428-Bed1","Single Room",953,"Female","21","p_bla"
"Mills-Dennett","Mills 429-Bed1","Single Room",954,"Female","21","p_asi"
"Mills-Dennett","Mills 430-Bed1","Single Room",955,"Female","21","p_whi"
"Morgan","Morgan 101-Bed1","Single Room",956,"Female","19","p_asi"
"Morgan","Morgan 102-Bed1","Single Room",957,"Female","19","p_asi"
"Morgan","Morgan 103-Bed1","Single Room",958,"Female","20","p_whi"
