"Building","Room","Room.Type","Name","Gender","year","predrace"
"Morgan","Morgan 104-Bed1","Single Room",959,"Female","19","p_asi"
"Morgan","Morgan 105-Bed1","Single Room",960,"Female","19","p_asi"
"Morgan","Morgan 106-Bed1","Single Room",961,"Female","19","p_asi"
"Morgan","Morgan 108-Bed1","Single Room",962,"Female","19","p_asi"
"Morgan","Morgan 109-Bed1","Single Room",963,"Male","18","p_bla"
"Morgan","Morgan 110-Bed1","Single Room",964,"Female","19","p_whi"
"Morgan","Morgan 111-Bed1","Single Room",965,"Male","20","p_bla"
"Morgan","Morgan 112-Bed1","Single Room",966,"Female","19","p_asi"
"Morgan","Morgan 113-Bed1","Single Room",967,"Female","19","p_whi"
"Morgan","Morgan 114-Bed1","Single Room",968,"Male","19","p_whi"
"Morgan","Morgan 116-Bed1","Single Room",969,"Female","19","p_whi"
"Morgan","Morgan 117-Bed1","Single Room",970,"Female","19","p_whi"
"Morgan","Morgan 118-Bed1","Single Room",971,"Male","18","p_asi"
"Morgan","Morgan 119-Bed1","Single Room",972,"Female","19","p_whi"
"Morgan","Morgan 120-Bed1","Single Room",973,"Female","18","p_his"
"Morgan","Morgan 121-Bed1","Single Room",974,"Female","18","p_his"
"Morgan","Morgan 123-Bed1","Single Room",975,"Female","18","p_his"
"Morgan","Morgan 125-Bed1","Single Room",976,"Female","18","p_asi"
"Morgan","Morgan 128-Bed1","Single Room",977,"Male","19","p_whi"
"Morgan","Morgan 201-Bed1","Flex Room - Single",978,"Female","19","p_whi"
"Morgan","Morgan 202-Bed1","Flex Room - Single",979,"Male","18","p_whi"
"Morgan","Morgan 204-Bed1","Single Room",980,"Male","18","p_asi"
"Morgan","Morgan 205-Bed1","Single Room",981,"Male","18","p_asi"
"Morgan","Morgan 206-Bed1","Single Room",982,"Female","18","p_bla"
"Morgan","Morgan 208-Bed1","Single Room",983,"Female","19","p_whi"
"Morgan","Morgan 209-Bed1","Single Room",984,"Female","19","p_whi"
"Morgan","Morgan 210-Bed1","Single Room",985,"Female","19","p_asi"
"Morgan","Morgan 211-Bed1","Single Room",986,"Female","19","p_whi"
"Morgan","Morgan 212-Bed2","Double Room",987,"Male","20","p_whi"
"Morgan","Morgan 214-Bed1","Single Room",988,"Female","19","p_whi"
"Morgan","Morgan 215-Bed1","Single Room",989,"Female","19","p_whi"
"Morgan","Morgan 217-Bed1","Single Room",990,"Female","19","p_whi"
"Morgan","Morgan 218-Bed1","Single Room",991,"Male","19","p_whi"
"Morgan","Morgan 219-Bed1","Single Room",992,"Male","19","p_asi"
"Morgan","Morgan 220-Bed1","Single Room",993,"Female","19","p_whi"
"Morgan","Morgan 221-Bed1","Single Room",994,"Female","19","p_whi"
"Morgan","Morgan 223-Bed1","Single Room",995,"Male","18","p_whi"
"Morgan","Morgan 224-Bed1","Single Room",996,"Male","18","p_whi"
"Morgan","Morgan 225-Bed1","Single Room",997,"Female","19","p_bla"
"Morgan","Morgan 228-Bed1","Single Room",998,"Female","19","p_asi"
"Morgan","Morgan 229-Bed1","Single Room",999,"Male","18","p_asi"
"Morgan","Morgan 301-Bed1","Single Room",1000,"Female","18","p_asi"
"Morgan","Morgan 302-Bed1","Single Room",1001,"Female","18","p_asi"
"Morgan","Morgan 303-Bed1","Single Room",1002,"Female","18","p_asi"
"Morgan","Morgan 305-Bed1","Single Room",1003,"Male","19","p_bla"
"Morgan","Morgan 307-Bed1","Single Room",1004,"Female","18","p_whi"
"Morgan","Morgan 310-Bed1","Single Room",1005,"Male","19","p_bla"
"Morgan","Morgan 311-Bed1","Single Room",1006,"Male","19","p_asi"
"Morgan","Morgan 312-Bed1","Single Room",1007,"Female","18","p_whi"
"Morgan","Morgan 313-Bed1","Double Room",1008,"Male","19","p_asi"
"Morgan","Morgan 314-Bed1","Single Room",1009,"Female","20","p_asi"
"Morgan","Morgan 315-Bed1","Single Room",1010,"Female","20","p_bla"
"Morgan","Morgan 316-Bed1","Single Room",1011,"Female","20","p_his"
"Morgan","Morgan 318-Bed1","Single Room",1012,"Female","19","p_whi"
"Morgan","Morgan 319-Bed1","Single Room",1013,"Male","19","p_whi"
"Morgan","Morgan 320-Bed1","Single Room",1014,"Male","19","p_asi"
"Morgan","Morgan 321-Bed1","Single Room",1015,"Male","19","p_asi"
"Morgan","Morgan 322-Bed1","Single Room",1016,"Female","19","p_whi"
"Morgan","Morgan 324-Bed1","Single Room",1017,"Male","18","p_whi"
"Morgan","Morgan 325-Bed1","Single Room",1018,"Male","18","p_whi"
"Morgan","Morgan 326-Bed1","Single Room",1019,"Female","18","p_whi"
"Morgan","Morgan 327-Bed1","Single Room",1020,"Female","18","p_whi"
"Morgan","Morgan 329-Bed1","Single Room",1021,"Male","19","p_asi"
"Morgan","Morgan 330-Bed1","Single Room",1022,"Male","19","p_asi"
"Morgan","Morgan 401-Bed1","Single Room",1023,"Female","19","p_his"
"Morgan","Morgan 402-Bed1","Double Room",1024,"Male","20","p_whi"
"Morgan","Morgan 402-Bed2","Double Room",1025,"Male","20","p_whi"
"Morgan","Morgan 405-Bed1","Single Room",1026,"Male","18","p_asi"
"Morgan","Morgan 406-Bed1","Single Room",1027,"Male","19","p_whi"
"Morgan","Morgan 407-Bed1","Single Room",1028,"Male","20","p_whi"
"Morgan","Morgan 408-Bed1","Single Room",1029,"Male","19","p_whi"
"Morgan","Morgan 409-Bed1","Single Room",1030,"Female","19","p_whi"
"Morgan","Morgan 410-Bed1","Single Room",1031,"Male","20","p_whi"
"Morgan","Morgan 411-Bed1","Single Room",1032,"Male","20","p_whi"
"Morgan","Morgan 413-Bed1","Single Room",1033,"Female","19","p_his"
"Morgan","Morgan 414-Bed1","Single Room",1034,"Male","19","p_asi"
"Morgan","Morgan 415-Bed1","Single Room",1035,"Male","19","p_whi"
"Morgan","Morgan 416-Bed1","Single Room",1036,"Male","20","p_asi"
"Morgan","Morgan 417-Bed1","Single Room",1037,"Male","19","p_asi"
"Morgan","Morgan 418-Bed1","Single Room",1038,"Male","18","p_whi"
"Morgan","Morgan 420-Bed1","Single Room",1039,"Male","20","p_whi"
"Morgan","Morgan 422-Bed1","Single Room",1040,"Male","20","p_bla"
"Morgan","Morgan 423-Bed1","Single Room",1041,"Male","20","p_whi"
"Morgan","Morgan 424-Bed1","Single Room",1042,"Male","20","p_whi"
"Morgan","Morgan 425-Bed1","Single Room",1043,"Female","19","p_whi"
"Morgan","Morgan 426-Bed1","Single Room",1044,"Male","19","p_whi"
"Morgan","Morgan 429-Bed1","Single Room",1045,"Male","19","p_asi"
"Parsons","Parsons 101-Bed1","Double Room",1046,"Male","18","p_whi"
"Parsons","Parsons 101-Bed2","Double Room",1047,"Female","18","p_whi"
"Parsons","Parsons 102-Bed1","Double Room",1048,"Female","18","p_whi"
"Parsons","Parsons 102-Bed2","Double Room",1049,"Male","18","p_whi"
"Parsons","Parsons 103-Bed1","Single Room",1050,"Male","18","p_whi"
"Parsons","Parsons 201-Bed1","Double Room",1051,"Male","19","p_whi"
"Parsons","Parsons 201-Bed2","Double Room",1052,"Female","19","p_whi"
"Parsons","Parsons 202-Bed1","Single Room",1053,"Female","18","p_whi"
"Parsons","Parsons 203-Bed1","Double Room",1054,"Female","18","p_whi"
"Parsons","Parsons 203-Bed2","Double Room",1055,"Female","18","p_whi"
"Parsons","Parsons 204-Bed1","Double Room",1056,"Female","19","p_asi"
"Parsons","Parsons 204-Bed2","Double Room",1057,"Female","19","p_asi"
"Perry","Perry 1-Bed1","Double Room",1058,"Female","20","p_whi"
"Perry","Perry 1-Bed2","Double Room",1059,"Female","20","p_whi"
"Perry","Perry 10-Bed1","Single Room",1060,"Male","19","p_bla"
"Perry","Perry 11-Bed1","Single Room",1061,"Male","19","p_whi"
"Perry","Perry 12-Bed1","Flex Room - Single",1062,"Female","19","p_whi"
"Perry","Perry 13A-B-Bed2","Double Room",1063,"Male","19","p_asi"
"Perry","Perry 14A-B-Bed2","Double Room",1064,"Female","19","p_whi"
"Perry","Perry 15A-Bed1","Single Room",1065,"Female","18","p_whi"
"Perry","Perry 15B-Bed1","Single Room",1066,"Female","18","p_whi"
"Perry","Perry 15C-Bed1","Single Room",1067,"Female","18","p_whi"
"Perry","Perry 16A-Bed1","Single Room",1068,"Male","20","p_bla"
"Perry","Perry 16B-Bed1","Single Room",1069,"Female","19","p_bla"
"Perry","Perry 2-Bed1","Single Room",1070,"Male","19","p_whi"
"Perry","Perry 3-Bed1","Single Room",1071,"Male","20","p_whi"
"Perry","Perry 4A-B-Bed1","Double Room",1072,"Male","19","p_his"
"Perry","Perry 5A-B-Bed1","Double Room",1073,"Male","19","p_whi"
"Perry","Perry 5A-B-Bed2","Double Room",1074,"Male","19","p_whi"
"Perry","Perry 8-Bed1","Single Room",1075,"Female","18","p_whi"
"Perry","Perry 9-Bed1","Single Room",1076,"Female","19","p_his"
"Poker Flats","Poker Flats A102-Bed1","Single Room",1077,"Male","18","p_whi"
"Poker Flats","Poker Flats A201-Bed1","Single Room",1078,"Male","18","p_whi"
"Poker Flats","Poker Flats A202-Bed1","Single Room",1079,"Female","18","p_whi"
"Poker Flats","Poker Flats A204-Bed1","Single Room",1080,"Female","18","p_whi"
"Poker Flats","Poker Flats A205-Bed1","Single Room",1081,"Male","18","p_whi"
"Poker Flats","Poker Flats B101-Bed1","Single Room",1082,"Female","18","p_whi"
"Poker Flats","Poker Flats B102-Bed1","Single Room",1083,"Male","18","p_whi"
"Poker Flats","Poker Flats B201-Bed1","Single Room",1084,"Male","18","p_whi"
"Poker Flats","Poker Flats B202-Bed1","Single Room",1085,"Male","18","p_whi"
"Poker Flats","Poker Flats B204-Bed1","Single Room",1086,"Female","18","p_whi"
"Poker Flats","Poker Flats B205-Bed1","Single Room",1087,"Male","18","p_whi"
"Poker Flats","Poker Flats C101-Bed1","Single Room",1088,"Female","18","p_whi"
"Poker Flats","Poker Flats C102-Bed1","Single Room",1089,"Female","18","p_asi"
"Poker Flats","Poker Flats C201-Bed1","Single Room",1090,"Female","18","p_whi"
"Poker Flats","Poker Flats C202-Bed1","Single Room",1091,"Female","18","p_bla"
"Poker Flats","Poker Flats C204-Bed1","Single Room",1092,"Female","18","p_bla"
"Poker Flats","Poker Flats C205-Bed1","Single Room",1093,"Female","18","p_whi"
"Poker Flats","Poker Flats D101-Bed1","Single Room",1094,"Female","18","p_bla"
"Poker Flats","Poker Flats D102-Bed1","Single Room",1095,"Female","18","p_his"
"Poker Flats","Poker Flats D201-Bed1","Single Room",1096,"Female","18","p_whi"
"Poker Flats","Poker Flats D202-Bed1","Single Room",1097,"Female","18","p_whi"
"Poker Flats","Poker Flats D204-Bed1","Single Room",1098,"Female","18","p_whi"
"Poker Flats","Poker Flats D205-Bed1","Single Room",1099,"Female","18","p_whi"
"Poker Flats","Poker Flats E101-Bed1","Single Room",1100,"Female","18","p_whi"
"Poker Flats","Poker Flats E102-Bed1","Single Room",1101,"Female","18","p_whi"
"Poker Flats","Poker Flats E201-Bed1","Single Room",1102,"Female","18","p_whi"
"Poker Flats","Poker Flats E202-Bed1","Single Room",1103,"Female","18","p_whi"
"Poker Flats","Poker Flats F101-Bed1","Single Room",1104,"Male","18","p_whi"
"Poker Flats","Poker Flats F202-Bed1","Single Room",1105,"Male","18","p_whi"
"Poker Flats","Poker Flats F204-Bed1","Single Room",1106,"Male","18","p_asi"
"Poker Flats","Poker Flats F205-Bed1","Single Room",1107,"Male","18","p_whi"
"Prospect","Prospect 001-Bed1","Single Room",1108,"Male","19","p_whi"
"Prospect","Prospect 002-Bed1","Single Room",1109,"Male","18","p_his"
"Prospect","Prospect 003-Bed1","Single Room",1110,"Male","18","p_asi"
"Prospect","Prospect 005-Bed1","Single Room",1111,"Male","18","p_whi"
"Prospect","Prospect 006-Bed1","Single Room",1112,"Male","19","p_whi"
"Prospect","Prospect 007-Bed1","Single Room",1113,"Male","19","p_whi"
"Prospect","Prospect 008-Bed1","Single Room",1114,"Male","18","p_bla"
"Prospect","Prospect 011-Bed1","Single Room",1115,"Female","19","p_whi"
"Prospect","Prospect 013-Bed1","Single Room",1116,"Male","18","p_asi"
"Prospect","Prospect 015-Bed1","Single Room",1117,"Male","18","p_asi"
"Prospect","Prospect 016-Bed1","Single Room",1118,"Female","19","p_whi"
"Prospect","Prospect 101-Bed1","Single Room",1119,"Female","18","p_asi"
"Prospect","Prospect 103-Bed1","Single Room",1120,"Male","18","p_his"
"Prospect","Prospect 105-Bed1","Single Room",1121,"Female","19","p_asi"
"Prospect","Prospect 108-Bed1","Single Room",1122,"Female","19","p_asi"
"Prospect","Prospect 110-Bed1","Single Room",1123,"Male","18","p_whi"
"Prospect","Prospect 112-Bed1","Single Room",1124,"Female","18","p_whi"
"Prospect","Prospect 114-Bed1","Single Room",1125,"Male","18","p_whi"
"Prospect","Prospect 115-Bed1","Single Room",1126,"Male","19","p_whi"
"Prospect","Prospect 116-Bed1","Single Room",1127,"Female","18","p_whi"
"Prospect","Prospect 119-Bed1","Single Room",1128,"Male","18","p_whi"
"Prospect","Prospect 120-Bed1","Single Room",1129,"Female","18","p_asi"
"Prospect","Prospect 121-Bed1","Single Room",1130,"Male","18","p_whi"
"Prospect","Prospect 122-Bed1","Single Room",1131,"Male","18","p_whi"
"Prospect","Prospect 129-Bed1","Single Room",1132,"Male","18","p_asi"
"Prospect","Prospect 130-Bed1","Single Room",1133,"Female","18","p_asi"
"Prospect","Prospect 131-Bed1","Single Room",1134,"Female","18","p_asi"
"Prospect","Prospect 132-Bed1","Single Room",1135,"Female","18","p_whi"
"Prospect","Prospect 201-Bed1","Single Room",1136,"Female","19","p_his"
"Prospect","Prospect 203-Bed1","Single Room",1137,"Female","18","p_his"
"Prospect","Prospect 204-Bed1","Single Room",1138,"Female","18","p_his"
"Prospect","Prospect 205-Bed1","Single Room",1139,"Female","18","p_his"
"Prospect","Prospect 206-Bed1","Single Room",1140,"Female","19","p_whi"
"Prospect","Prospect 208-Bed1","Single Room",1141,"Female","19","p_whi"
"Prospect","Prospect 210-Bed1","Single Room",1142,"Female","18","p_asi"
"Prospect","Prospect 212-Bed1","Single Room",1143,"Male","18","p_asi"
"Prospect","Prospect 214-Bed1","Single Room",1144,"Female","18","p_asi"
"Prospect","Prospect 215-Bed1","Single Room",1145,"Male","18","p_whi"
"Prospect","Prospect 216-Bed1","Single Room",1146,"Female","19","p_whi"
"Prospect","Prospect 218-Bed1","Single Room",1147,"Female","19","p_whi"
"Prospect","Prospect 219-Bed1","Single Room",1148,"Female","19","p_whi"
"Prospect","Prospect 220-Bed1","Single Room",1149,"Female","20","p_whi"
"Prospect","Prospect 221-Bed1","Single Room",1150,"Male","20","p_asi"
"Prospect","Prospect 222-Bed1","Single Room",1151,"Female","20","p_his"
"Prospect","Prospect 223-Bed1","Single Room",1152,"Male","20","p_whi"
"Prospect","Prospect 224-Bed1","Single Room",1153,"Female","20","p_asi"
"Prospect","Prospect 225-Bed1","Single Room",1154,"Female","19","p_asi"
"Prospect","Prospect 226-Bed1","Single Room",1155,"Female","20","p_asi"
"Prospect","Prospect 229-Bed1","Single Room",1156,"Female","19","p_his"
"Prospect","Prospect 230-Bed1","Single Room",1157,"Male","18","p_whi"
"Prospect","Prospect 231-Bed1","Single Room",1158,"Female","19","p_his"
"Prospect","Prospect 232-Bed1","Single Room",1159,"Female","19","p_whi"
"Prospect","Prospect 301-Bed1","Single Room",1160,"Male","19","p_whi"
"Prospect","Prospect 303-Bed1","Single Room",1161,"Female","19","p_whi"
"Prospect","Prospect 304-Bed1","Single Room",1162,"Female","20","p_asi"
"Prospect","Prospect 306-Bed1","Single Room",1163,"Male","20","p_asi"
"Prospect","Prospect 310-Bed1","Single Room",1164,"Female","20","p_whi"
"Prospect","Prospect 312-Bed1","Single Room",1165,"Female","19","p_whi"
"Prospect","Prospect 314-Bed1","Single Room",1166,"Female","18","p_asi"
"Prospect","Prospect 316-Bed1","Single Room",1167,"Female","18","p_whi"
"Prospect","Prospect 318-Bed1","Single Room",1168,"Male","19","p_asi"
"Prospect","Prospect 319-Bed1","Single Room",1169,"Male","19","p_whi"
"Prospect","Prospect 320-Bed1","Single Room",1170,"Female","18","p_whi"
"Prospect","Prospect 321-Bed1","Single Room",1171,"Male","18","p_his"
"Prospect","Prospect 323-Bed1","Single Room",1172,"Male","18","p_asi"
"Prospect","Prospect 324-Bed1","Single Room",1173,"Male","19","p_whi"
"Prospect","Prospect 325-Bed1","Single Room",1174,"Male","18","p_whi"
"Prospect","Prospect 326-Bed1","Single Room",1175,"Male","18","p_whi"
"Prospect","Prospect 329-Bed1","Single Room",1176,"Male","18","p_whi"
"Prospect","Prospect 330-Bed1","Single Room",1177,"Female","18","p_whi"
"Prospect","Prospect 331-Bed1","Single Room",1178,"Male","19","p_his"
"Prospect","Prospect 332-Bed1","Single Room",1179,"Male","19","p_whi"
"Prospect","Prospect 403-Bed1","Single Room",1180,"Male","18","p_whi"
"Prospect","Prospect 404-Bed1","Single Room",1181,"Male","18","p_his"
"Prospect","Prospect 405-Bed1","Single Room",1182,"Male","18","p_asi"
"Prospect","Prospect 406-Bed1","Single Room",1183,"Male","18","p_whi"
"Prospect","Prospect 408-Bed1","Single Room",1184,"Male","18","p_whi"
"Prospect","Prospect 410-Bed1","Single Room",1185,"Male","18","p_asi"
"Prospect","Prospect 412-Bed1","Single Room",1186,"Male","18","p_whi"
"Prospect","Prospect 414-Bed1","Single Room",1187,"Male","18","p_whi"
"Prospect","Prospect 415-Bed1","Single Room",1188,"Male","18","p_whi"
"Prospect","Prospect 416-Bed1","Single Room",1189,"Female","19","p_whi"
"Prospect","Prospect 418-Bed1","Single Room",1190,"Male","19","p_asi"
"Prospect","Prospect 419-Bed1","Single Room",1191,"Male","19","p_asi"
"Prospect","Prospect 422-Bed1","Single Room",1192,"Female","20","p_asi"
"Prospect","Prospect 423-Bed1","Single Room",1193,"Female","20","p_asi"
"Prospect","Prospect 424-Bed1","Single Room",1194,"Female","20","p_his"
"Prospect","Prospect 425-Bed1","Single Room",1195,"Female","20","p_asi"
"Prospect","Prospect 426-Bed1","Single Room",1196,"Female","20","p_his"
"Prospect","Prospect 429-Bed1","Single Room",1197,"Female","18","p_whi"
"Prospect","Prospect 430-Bed1","Single Room",1198,"Female","18","p_his"
"Sage","Sage A102-Bed1","Double Room",1199,"Female","21","p_whi"
"Sage","Sage A102-Bed2","Double Room",1200,"Female","21","p_whi"
"Sage","Sage A104-Bed1","Single Room",1201,"Female","21","p_whi"
"Sage","Sage A109-Bed1","Single Room",1202,"Female","21","p_his"
"Sage","Sage A110-Bed1","Single Room",1203,"Female","21","p_whi"
"Sage","Sage A202-Bed1","Double Room",1204,"Male","21","p_asi"
"Sage","Sage A202-Bed2","Double Room",1205,"Male","21","p_whi"
"Sage","Sage A203-Bed1","Single Room",1206,"Male","19","p_bla"
"Sage","Sage A204-Bed1","Single Room",1207,"Male","21","p_whi"
"Sage","Sage A209-Bed1","Single Room",1208,"Female","19","p_whi"
"Sage","Sage A210-Bed1","Single Room",1209,"Male","21","p_whi"
"Sage","Sage A301-Bed1","Double Room",1210,"Male","21","p_whi"
"Sage","Sage A301-Bed2","Double Room",1211,"Male","21","p_asi"
"Sage","Sage A302-Bed1","Double Room",1212,"Male","21","p_whi"
"Sage","Sage A302-Bed2","Double Room",1213,"Male","21","p_whi"
"Sage","Sage A303-Bed1","Single Room",1214,"Male","21","p_whi"
"Sage","Sage A304-Bed1","Single Room",1215,"Male","21","p_whi"
"Sage","Sage A309-Bed1","Single Room",1216,"Female","21","p_his"
"Sage","Sage A310-Bed1","Single Room",1217,"Female","21","p_whi"
"Sage","Sage A401-Bed1","Single Room",1218,"Male","21","p_whi"
"Sage","Sage A402-Bed1","Single Room",1219,"Male","21","p_his"
"Sage","Sage A408-Bed1","Double Room",1220,"Male","21","p_whi"
"Sage","Sage A408-Bed2","Double Room",1221,"Male","21","p_bla"
"Sage","Sage B105-Bed1","Single Room",1222,"Male","21","p_whi"
"Sage","Sage B106-Bed1","Double Room",1223,"Male","21","p_whi"
"Sage","Sage B106-Bed2","Double Room",1224,"Male","21","p_asi"
"Sage","Sage B107-Bed1","Double Room",1225,"Male","21","p_whi"
"Sage","Sage B107-Bed2","Double Room",1226,"Male","21","p_asi"
"Sage","Sage B108-Bed2","Double Room",1227,"Male","21","p_bla"
"Sage","Sage B205-Bed1","Single Room",1228,"Male","19","p_whi"
"Sage","Sage B206-Bed1","Single Room",1229,"Female","19","p_whi"
"Sage","Sage B207-Bed1","Double Room",1230,"Female","21","p_asi"
"Sage","Sage B207-Bed2","Double Room",1231,"Female","21","p_his"
"Sage","Sage B208-Bed1","Single Room",1232,"Female","21","p_whi"
"Sage","Sage B305-Bed1","Single Room",1233,"Male","21","p_whi"
"Sage","Sage B306-Bed1","Double Room",1234,"Male","21","p_bla"
"Sage","Sage B306-Bed2","Double Room",1235,"Male","21","p_whi"
"Sage","Sage B307-Bed1","Double Room",1236,"Male","21","p_whi"
"Sage","Sage B307-Bed2","Double Room",1237,"Male","21","p_whi"
"Sage","Sage B308-Bed1","Double Room",1238,"Male","21","p_whi"
"Sage","Sage B405-Bed1","Double Room",1239,"Female","21","p_asi"
"Sage","Sage B405-Bed2","Double Room",1240,"Female","21","p_whi"
"Sage","Sage B406-Bed1","Double Room",1241,"Female","21","p_whi"
"Sage","Sage B406-Bed2","Double Room",1242,"Female","21","p_his"
"Sage","Sage B407-Bed1","Single Room",1243,"Female","21","p_whi"
"Sage","Sage C105-Bed1","Single Room",1244,"Male","21","p_whi"
"Sage","Sage C106-Bed1","Double Room",1245,"Male","21","p_asi"
"Sage","Sage C106-Bed2","Double Room",1246,"Male","21","p_whi"
"Sage","Sage C107-Bed2","Double Room",1247,"Male","21","p_his"
"Sage","Sage C108-Bed1","Single Room",1248,"Male","21","p_whi"
"Sage","Sage C205-Bed1","Single Room",1249,"Female","21","p_whi"
"Sage","Sage C206-Bed1","Double Room",1250,"Female","21","p_whi"
"Sage","Sage C206-Bed2","Double Room",1251,"Female","21","p_whi"
"Sage","Sage C207-Bed1","Single Room",1252,"Female","19","p_asi"
"Sage","Sage C208-Bed1","Single Room",1253,"Male","19","p_bla"
"Sage","Sage C306-Bed1","Double Room",1254,"Female","21","p_asi"
"Sage","Sage C306-Bed2","Double Room",1255,"Female","21","p_whi"
"Sage","Sage C307-Bed1","Double Room",1256,"Female","21","p_whi"
"Sage","Sage C307-Bed2","Double Room",1257,"Female","21","p_his"
"Sage","Sage C308-Bed1","Single Room",1258,"Female","21","p_bla"
"Sage","Sage C405-Bed1","Double Room",1259,"Male","21","p_whi"
"Sage","Sage C405-Bed2","Double Room",1260,"Male","21","p_whi"
"Sage","Sage C406-Bed2","Double Room",1261,"Male","21","p_whi"
"Sage","Sage D103-Bed1","Double Room",1262,"Male","21","p_whi"
"Sage","Sage D103-Bed2","Double Room",1263,"Male","21","p_whi"
"Sage","Sage D104-Bed1","Double Room",1264,"Male","21","p_whi"
"Sage","Sage D104-Bed2","Double Room",1265,"Male","21","p_bla"
"Sage","Sage D105-Bed1","Double Room",1266,"Male","21","p_whi"
"Sage","Sage D105-Bed2","Double Room",1267,"Male","21","p_whi"
"Sage","Sage D203-Bed1","Double Room",1268,"Female","21","p_whi"
"Sage","Sage D203-Bed2","Double Room",1269,"Female","21","p_whi"
"Sage","Sage D204-Bed1","Double Room",1270,"Female","21","p_whi"
"Sage","Sage D204-Bed2","Double Room",1271,"Female","21","p_bla"
"Sage","Sage D205-Bed1","Single Room",1272,"Male","19","p_whi"
"Sage","Sage D206-Bed1","Single Room",1273,"Female","19","p_whi"
"Sage","Sage D303-Bed1","Double Room",1274,"Female","21","p_whi"
"Sage","Sage D303-Bed2","Double Room",1275,"Female","21","p_whi"
"Sage","Sage D304-Bed1","Double Room",1276,"Female","21","p_whi"
"Sage","Sage D304-Bed2","Double Room",1277,"Female","21","p_whi"
"Sage","Sage D305-Bed1","Double Room",1278,"Male","21","p_whi"
"Sage","Sage D305-Bed2","Double Room",1279,"Male","21","p_whi"
"Sage","Sage D306-Bed1","Single Room",1280,"Male","21","p_whi"
"Sage","Sage D404-Bed2","Double Room",1281,"Male","21","p_his"
"Sage","Sage D405-Bed2","Double Room",1282,"Female","21","p_whi"
"Sage","Sage E104-Bed1","Double Room",1283,"Female","21","p_whi"
"Sage","Sage E104-Bed2","Double Room",1284,"Female","21","p_whi"
"Sage","Sage E106-Bed1","Double Room",1285,"Female","21","p_whi"
"Sage","Sage E108-Bed1","Double Room",1286,"Female","21","p_whi"
"Sage","Sage E108-Bed2","Double Room",1287,"Female","21","p_asi"
"Sage","Sage E109-Bed1","Single Room",1288,"Female","21","p_whi"
"Sage","Sage E203-Bed1","Single Room",1289,"Male","19","p_whi"
"Sage","Sage E204-Bed1","Single Room",1290,"Female","19","p_whi"
"Sage","Sage E205-Bed1","Single Room",1291,"Male","21","p_whi"
"Sage","Sage E206-Bed1","Double Room",1292,"Male","21","p_whi"
"Sage","Sage E206-Bed2","Double Room",1293,"Male","21","p_whi"
"Sage","Sage E209-Bed1","Single Room",1294,"Male","21","p_whi"
"Sage","Sage E303-Bed1","Single Room",1295,"Male","21","p_bla"
"Sage","Sage E306-Bed1","Double Room",1296,"Male","21","p_whi"
"Sage","Sage E306-Bed2","Double Room",1297,"Male","21","p_asi"
"Sage","Sage E308-Bed1","Double Room",1298,"Male","21","p_his"
"Sage","Sage E308-Bed2","Double Room",1299,"Male","21","p_whi"
"Sage","Sage E403-Bed2","Double Room",1300,"Male","21","p_asi"
"Sage","Sage E404-Bed1","Single Room",1301,"Male","21","p_bla"
"Sage","Sage E406-Bed1","Double Room",1302,"Female","21","p_whi"
"Sage","Sage E406-Bed2","Double Room",1303,"Female","21","p_whi"
"Sage","Sage E408-Bed2","Double Room",1304,"Female","21","p_bla"
"Sage","Sage F102-Bed1","Double Room",1305,"Female","21","p_whi"
"Sage","Sage F102-Bed2","Double Room",1306,"Female","21","p_whi"
"Sage","Sage F103-Bed1","Single Room",1307,"Female","21","p_bla"
"Sage","Sage F104-Bed1","Single Room",1308,"Female","21","p_whi"
"Sage","Sage F105-Bed1","Double Room",1309,"Female","21","p_whi"
"Sage","Sage F105-Bed2","Double Room",1310,"Female","21","p_whi"
"Sage","Sage F202-Bed1","Double Room",1311,"Female","21","p_his"
"Sage","Sage F202-Bed2","Double Room",1312,"Female","21","p_whi"
"Sage","Sage F203-Bed1","Single Room",1313,"Female","19","p_whi"
"Sage","Sage F204-Bed1","Single Room",1314,"Male","19","p_whi"
"Sage","Sage F205-Bed1","Double Room",1315,"Female","21","p_whi"
"Sage","Sage F205-Bed2","Double Room",1316,"Female","21","p_whi"
"Sage","Sage F302-Bed1","Double Room",1317,"Male","21","p_whi"
"Sage","Sage F302-Bed2","Double Room",1318,"Male","21","p_whi"
"Sage","Sage F303-Bed1","Single Room",1319,"Male","21","p_whi"
"Sage","Sage F304-Bed1","Single Room",1320,"Male","21","p_asi"
"Sage","Sage F305-Bed2","Double Room",1321,"Male","21","p_asi"
"Sage","Sage F402-Bed1","Single Room",1322,"Male","21","p_bla"
"Sage","Sage F403-Bed1","Double Room",1323,"Male","21","p_whi"
"Sage","Sage F403-Bed2","Double Room",1324,"Male","21","p_whi"
"Sage","Sage F404-Bed1","Double Room",1325,"Male","21","p_whi"
"Sage","Sage F404-Bed2","Double Room",1326,"Male","21","p_his"
"Sewall","Sewall 101-Bed1","Double Room",1327,"Female","20","p_whi"
"Sewall","Sewall 101-Bed2","Double Room",1328,"Female","20","p_whi"
"Sewall","Sewall 102-Bed1","Single Room",1329,"Male","18","p_bla"
"Sewall","Sewall 103-Bed1","Double Room",1330,"Female","18","p_asi"
"Sewall","Sewall 104-Bed1","Single Room",1331,"Male","18","p_whi"
